TCGplayer Id,Product Line,Set Name,Product Name,Title,Number,Rarity,Condition,TCG Market Price,TCG Direct Low,TCG Low Price With Shipping,TCG Low Price,Total Quantity,Add to Quantity,TCG Marketplace Price,Photo URL
"8995984","Pokemon","ME02: Phantasmal Flames","Darmanitan","","016/094","Uncommon","Near Mint","0.09","0.01","1.3200","0.0100","10","0","0.1500",""
"8995989","Pokemon","ME02: Phantasmal Flames","Darmanitan","","016/094","Uncommon","Near Mint Reverse Holofoil","0.18","0.01","1.3200","0.0100","3","0","0.1500",""
"8995994","Pokemon","ME02: Phantasmal Flames","Darumaka","","015/094","Common","Near Mint","0.06","0.01","1.3200","0.0100","15","0","0.1500",""
"8995999","Pokemon","ME02: Phantasmal Flames","Darumaka","","015/094","Common","Near Mint Reverse Holofoil","0.16","0.01","1.3200","0.0100","2","0","0.1500",""
"8973177","Pokemon","ME02: Phantasmal Flames","Dawn","","087/094","Uncommon","Near Mint","0.20","","1.3200","0.0100","0","0","0.1500",""
"8973182","Pokemon","ME02: Phantasmal Flames","Dawn","","087/094","Uncommon","Near Mint Reverse Holofoil","0.20","","1.3900","0.0800","0","0","0.1500",""
"8996024","Pokemon","ME02: Phantasmal Flames","Dewgong - 022/094","","022/094","Common","Near Mint","0.07","0.03","1.3200","0.0100","11","0","0.1500",""
"8996029","Pokemon","ME02: Phantasmal Flames","Dewgong - 022/094","","022/094","Common","Near Mint Reverse Holofoil","0.19","0.14","1.3300","0.0200","2","0","0.1500",""
"8996034","Pokemon","ME02: Phantasmal Flames","Dewgong - 097/094","","097/094","Illustration Rare","Near Mint Holofoil","3.93","","3.8100","2.5000","0","0","3.1000",""
"8996039","Pokemon","ME02: Phantasmal Flames","Dizzying Valley","","088/094","Uncommon","Near Mint","0.09","0.02","1.3200","0.0100","4","0","0.1500",""
"8996044","Pokemon","ME02: Phantasmal Flames","Dizzying Valley","","088/094","Uncommon","Near Mint Reverse Holofoil","0.15","0.10","1.3200","0.0100","3","0","0.1500",""
"8996049","Pokemon","ME02: Phantasmal Flames","Duraludon","","074/094","Common","Near Mint","0.09","0.03","1.3200","0.0100","17","0","0.1500",""
"8996054","Pokemon","ME02: Phantasmal Flames","Duraludon","","074/094","Common","Near Mint Reverse Holofoil","0.17","0.13","1.3200","0.0100","2","0","0.1500",""
"8996059","Pokemon","ME02: Phantasmal Flames","Empoleon ex - 070/094","","070/094","Double Rare","Near Mint Holofoil","0.54","0.99","1.3900","0.0800","0","0","0.1500",""
"8973131","Pokemon","ME02: Phantasmal Flames","Eternatus","","069/094","Uncommon","Near Mint","0.09","0.05","1.3200","0.0100","12","0","0.1500",""
"9016576","Pokemon","ME02: Phantasmal Flames","Eternatus","","069/094","Uncommon","Near Mint Reverse Holofoil","0.19","0.20","1.3200","0.0100","1","0","0.1500",""
"8996069","Pokemon","ME02: Phantasmal Flames","Firebreather - 089/094","","089/094","Uncommon","Near Mint","0.11","0.06","1.3200","0.0100","16","0","0.1500",""
"8996074","Pokemon","ME02: Phantasmal Flames","Firebreather - 089/094","","089/094","Uncommon","Near Mint Reverse Holofoil","0.17","0.11","1.3200","0.0100","0","0","0.1500",""
"8996084","Pokemon","ME02: Phantasmal Flames","Flygon - 053/094","","053/094","Rare","Near Mint Holofoil","0.10","0.05","1.3200","0.0100","12","0","0.1500",""
"8996089","Pokemon","ME02: Phantasmal Flames","Flygon - 053/094","","053/094","Rare","Near Mint Reverse Holofoil","0.22","0.21","1.3300","0.0200","0","0","0.1500",""
"8973857","Pokemon","ME02: Phantasmal Flames","Gastly","","054/094","Common","Near Mint","0.14","0.07","1.3200","0.0100","20","0","0.1500",""
"9016581","Pokemon","ME02: Phantasmal Flames","Gastly","","054/094","Common","Near Mint Reverse Holofoil","0.20","0.20","1.3200","0.0100","0","0","0.1500",""
"8996099","Pokemon","ME02: Phantasmal Flames","Genesect","","008/094","Rare","Near Mint Holofoil","0.16","0.10","1.3200","0.0100","10","0","0.1500",""
"8996104","Pokemon","ME02: Phantasmal Flames","Genesect","","008/094","Rare","Near Mint Reverse Holofoil","0.16","0.10","1.3200","0.0100","0","0","0.1500",""
"8996109","Pokemon","ME02: Phantasmal Flames","Gligar","","049/094","Common","Near Mint","0.06","0.03","1.3200","0.0100","18","0","0.1500",""
"8996114","Pokemon","ME02: Phantasmal Flames","Gligar","","049/094","Common","Near Mint Reverse Holofoil","0.16","0.11","1.3200","0.0100","1","0","0.1500",""
"8996119","Pokemon","ME02: Phantasmal Flames","Gliscor","","050/094","Uncommon","Near Mint","0.05","0.02","1.3200","0.0100","19","0","0.1500",""
"8996129","Pokemon","ME02: Phantasmal Flames","Gloom","","002/094","Common","Near Mint","0.10","0.03","1.3200","0.0100","10","0","0.1500",""
"8996134","Pokemon","ME02: Phantasmal Flames","Gloom","","002/094","Common","Near Mint Reverse Holofoil","0.13","0.10","1.3400","0.0300","2","0","0.1500",""
"8996139","Pokemon","ME02: Phantasmal Flames","Granbull","","038/094","Uncommon","Near Mint","0.08","0.03","1.3200","0.0100","11","0","0.1500",""
"8996144","Pokemon","ME02: Phantasmal Flames","Granbull","","038/094","Uncommon","Near Mint Reverse Holofoil","0.14","0.10","1.3200","0.0100","5","0","0.1500",""
"8973202","Pokemon","ME02: Phantasmal Flames","Grimsley's Move","","090/094","Uncommon","Near Mint","0.10","0.04","1.3200","0.0100","10","0","0.1500",""
"8973207","Pokemon","ME02: Phantasmal Flames","Grimsley's Move","","090/094","Uncommon","Near Mint Reverse Holofoil","0.17","0.12","1.3200","0.0100","5","0","0.1500",""
"8973137","Pokemon","ME02: Phantasmal Flames","Haunter - 055/094","","055/094","Uncommon","Near Mint","0.18","0.04","1.3200","0.0100","13","0","0.1500",""
"9016586","Pokemon","ME02: Phantasmal Flames","Haunter - 055/094","","055/094","Uncommon","Near Mint Reverse Holofoil","0.19","0.20","1.3200","0.0100","0","0","0.1500",""
"8996174","Pokemon","ME02: Phantasmal Flames","Honchkrow","","058/094","Uncommon","Near Mint","0.06","0.03","1.3200","0.0100","14","0","0.1500",""
"8996179","Pokemon","ME02: Phantasmal Flames","Honchkrow","","058/094","Uncommon","Near Mint Reverse Holofoil","0.16","0.13","1.3200","0.0100","2","0","0.1500",""
"8996189","Pokemon","ME02: Phantasmal Flames","Jigglypuff","","076/094","Common","Near Mint","0.10","0.05","1.3200","0.0100","12","0","0.1500",""
"8996194","Pokemon","ME02: Phantasmal Flames","Jigglypuff","","076/094","Common","Near Mint Reverse Holofoil","0.18","0.20","1.3200","0.0100","1","0","0.1500",""
"8996199","Pokemon","ME02: Phantasmal Flames","Jumbo Ice Cream","","091/094","Uncommon","Near Mint","0.12","0.08","1.3200","0.0100","0","0","0.1500",""
"8996204","Pokemon","ME02: Phantasmal Flames","Jumbo Ice Cream","","091/094","Uncommon","Near Mint Reverse Holofoil","0.19","0.20","1.3200","0.0100","0","0","0.1500",""
"8996209","Pokemon","ME02: Phantasmal Flames","Krokorok","","065/094","Common","Near Mint","0.09","0.03","1.3200","0.0100","7","0","0.1500",""
"8996214","Pokemon","ME02: Phantasmal Flames","Krokorok","","065/094","Common","Near Mint Reverse Holofoil","0.20","0.09","1.3200","0.0100","2","0","0.1500",""
"8996219","Pokemon","ME02: Phantasmal Flames","Krookodile","","066/094","Uncommon","Near Mint","0.06","0.02","1.3200","0.0100","14","0","0.1500",""
"8996224","Pokemon","ME02: Phantasmal Flames","Krookodile","","066/094","Uncommon","Near Mint Reverse Holofoil","0.17","0.13","1.3200","0.0100","1","0","0.1500",""
"8996229","Pokemon","ME02: Phantasmal Flames","Linoone","","082/094","Uncommon","Near Mint","0.06","0.03","1.3200","0.0100","11","0","0.1500",""
"8996234","Pokemon","ME02: Phantasmal Flames","Linoone","","082/094","Uncommon","Near Mint Reverse Holofoil","0.17","0.17","1.3200","0.0100","3","0","0.1500",""
"8996239","Pokemon","ME02: Phantasmal Flames","Lokix","","010/094","Uncommon","Near Mint","0.10","0.01","1.3200","0.0100","20","0","0.1500",""
"8996244","Pokemon","ME02: Phantasmal Flames","Lokix","","010/094","Uncommon","Near Mint Reverse Holofoil","0.13","0.01","1.3200","0.0100","3","0","0.1500",""
"8996249","Pokemon","ME02: Phantasmal Flames","Lombre","","006/094","Common","Near Mint","0.05","0.02","1.3200","0.0100","13","0","0.1500",""
"8996254","Pokemon","ME02: Phantasmal Flames","Lombre","","006/094","Common","Near Mint Reverse Holofoil","0.17","0.10","1.3200","0.0100","6","0","0.1500",""
"8996259","Pokemon","ME02: Phantasmal Flames","Lotad","","005/094","Common","Near Mint","0.07","0.04","1.3200","0.0100","13","0","0.1500",""
"8996264","Pokemon","ME02: Phantasmal Flames","Lotad","","005/094","Common","Near Mint Reverse Holofoil","0.21","0.18","1.3200","0.0100","1","0","0.1500",""
"8996269","Pokemon","ME02: Phantasmal Flames","Ludicolo - 007/094","","007/094","Uncommon","Near Mint","0.07","0.01","1.3200","0.0100","17","0","0.1500",""
"8996274","Pokemon","ME02: Phantasmal Flames","Ludicolo - 007/094","","007/094","Uncommon","Near Mint Reverse Holofoil","0.13","0.01","1.3200","0.0100","4","0","0.1500",""
"8996279","Pokemon","ME02: Phantasmal Flames","Ludicolo - 095/094","","095/094","Illustration Rare","Near Mint Holofoil","2.33","","2.3100","1.0000","0","0","1.4500",""
"8996284","Pokemon","ME02: Phantasmal Flames","Mamoswine","","025/094","Uncommon","Near Mint","0.09","0.03","1.3200","0.0100","15","0","0.1500",""
"8996289","Pokemon","ME02: Phantasmal Flames","Mamoswine","","025/094","Uncommon","Near Mint Reverse Holofoil","0.17","0.10","1.3200","0.0100","0","0","0.1500",""
"8996294","Pokemon","ME02: Phantasmal Flames","Mega Charizard X ex - 013/094","","013/094","Double Rare","Near Mint Holofoil","4.20","","4.7100","3.4000","0","0","0.1500",""
"8972996","Pokemon","ME02: Phantasmal Flames","Mega Diancie ex","","041/094","Double Rare","Near Mint Holofoil","0.49","","1.4500","0.1400","0","0","0.1500",""
"8973001","Pokemon","ME02: Phantasmal Flames","Mega Gengar ex","","056/094","Double Rare","Near Mint Holofoil","2.04","","2.5100","1.2000","0","0","0.1500",""
"8996314","Pokemon","ME02: Phantasmal Flames","Mega Heracross ex - 004/094","","004/094","Double Rare","Near Mint Holofoil","0.53","0.62","1.4100","0.1000","0","0","0.1500",""
"8996324","Pokemon","ME02: Phantasmal Flames","Mega Lopunny ex - 084/094","","084/094","Double Rare","Near Mint Holofoil","0.64","","1.5200","0.2100","0","0","0.1500",""
"8996334","Pokemon","ME02: Phantasmal Flames","Mega Lopunny ex - 128/094","","128/094","Special Illustration Rare","Near Mint Holofoil","22.10","","22.7500","22.7500","0","0","22.6500",""
"8996339","Pokemon","ME02: Phantasmal Flames","Mega Sharpedo ex - 061/094","","061/094","Double Rare","Near Mint Holofoil","0.54","","1.5400","0.2300","0","0","0.1500",""
"8996344","Pokemon","ME02: Phantasmal Flames","Mega Sharpedo ex - 113/094","","113/094","Ultra Rare","Near Mint Holofoil","3.06","","3.6100","2.3000","0","0","2.6700",""
"8996349","Pokemon","ME02: Phantasmal Flames","Mega Sharpedo ex - 127/094","","127/094","Special Illustration Rare","Near Mint Holofoil","29.70","","28.8100","27.5000","0","0","28.5500",""
"8996354","Pokemon","ME02: Phantasmal Flames","Meloetta","","040/094","Uncommon","Near Mint","0.05","0.03","1.3200","0.0100","14","0","0.1500",""
"8996364","Pokemon","ME02: Phantasmal Flames","Meowth","","106/094","Illustration Rare","Near Mint Holofoil","14.50","","14.4900","13.5000","0","0","12.4900",""
"8996369","Pokemon","ME02: Phantasmal Flames","Milcery","","043/094","Common","Near Mint","0.11","0.02","1.3200","0.0100","12","0","0.1500",""
"8996374","Pokemon","ME02: Phantasmal Flames","Milcery","","043/094","Common","Near Mint Reverse Holofoil","0.14","0.09","1.3200","0.0100","4","0","0.1500",""
"8996379","Pokemon","ME02: Phantasmal Flames","Mimikyu","","042/094","Common","Near Mint","0.20","0.08","1.3200","0.0100","10","0","0.1500",""
"8996389","Pokemon","ME02: Phantasmal Flames","Misdreavus","","035/094","Common","Near Mint","0.14","0.03","1.3200","0.0100","12","0","0.1500",""
"8996394","Pokemon","ME02: Phantasmal Flames","Misdreavus","","035/094","Common","Near Mint Reverse Holofoil","0.26","0.22","1.3400","0.0300","3","0","0.1500",""
"8996399","Pokemon","ME02: Phantasmal Flames","Mismagius ex - 036/094","","036/094","Double Rare","Near Mint Holofoil","0.45","0.66","1.4100","0.1000","0","0","0.1500",""
"9020957","Pokemon","ME02: Phantasmal Flames","Moltres","","014/094","Holo Rare","Near Mint Holofoil","0.16","0.13","1.3200","0.0100","8","0","0.1500",""
"8996414","Pokemon","ME02: Phantasmal Flames","Moltres","","014/094","Holo Rare","Near Mint Reverse Holofoil","0.24","0.20","1.3200","0.0100","0","0","0.1500",""
"8996419","Pokemon","ME02: Phantasmal Flames","Murkrow","","057/094","Common","Near Mint","0.08","0.03","1.3200","0.0100","16","0","0.1500",""
"8996424","Pokemon","ME02: Phantasmal Flames","Murkrow","","057/094","Common","Near Mint Reverse Holofoil","0.18","0.15","1.3200","0.0100","0","0","0.1500",""
"8996429","Pokemon","ME02: Phantasmal Flames","Nymble - 009/094","","009/094","Common","Near Mint","0.07","0.04","1.3200","0.0100","14","0","0.1500",""
"8996434","Pokemon","ME02: Phantasmal Flames","Nymble - 009/094","","009/094","Common","Near Mint Reverse Holofoil","0.16","0.12","1.3200","0.0100","1","0","0.1500",""
"8996444","Pokemon","ME02: Phantasmal Flames","Oddish","","001/094","Common","Near Mint","0.10","0.04","1.3200","0.0100","13","0","0.1500",""
"8996449","Pokemon","ME02: Phantasmal Flames","Oddish","","001/094","Common","Near Mint Reverse Holofoil","0.21","0.13","1.3200","0.0100","6","0","0.1500",""
"8996454","Pokemon","ME02: Phantasmal Flames","Oricorio ex - 018/094","","018/094","Double Rare","Near Mint Holofoil","0.42","0.69","1.4100","0.1000","0","0","0.1500",""
"8996464","Pokemon","ME02: Phantasmal Flames","Paldean Tauros","","048/094","Uncommon","Near Mint","0.08","0.02","1.3200","0.0100","19","0","0.1500",""
"8996469","Pokemon","ME02: Phantasmal Flames","Paldean Tauros","","048/094","Uncommon","Near Mint Reverse Holofoil","0.21","0.11","1.3200","0.0100","3","0","0.1500",""
"8996479","Pokemon","ME02: Phantasmal Flames","Pawmi","","032/094","Common","Near Mint","0.07","0.03","1.3200","0.0100","17","0","0.1500",""
"8996484","Pokemon","ME02: Phantasmal Flames","Pawmi","","032/094","Common","Near Mint Reverse Holofoil","0.17","0.10","1.3200","0.0100","0","0","0.1500",""
"8996489","Pokemon","ME02: Phantasmal Flames","Pawmo","","033/094","Common","Near Mint","0.02","0.02","1.3200","0.0100","15","0","0.1500",""
"8996494","Pokemon","ME02: Phantasmal Flames","Pawmo","","033/094","Common","Near Mint Reverse Holofoil","0.19","0.15","1.3200","0.0100","1","0","0.1500",""
"8996499","Pokemon","ME02: Phantasmal Flames","Pawmot","","034/094","Rare","Near Mint Holofoil","0.08","0.04","1.3200","0.0100","7","0","0.1500",""
"8996509","Pokemon","ME02: Phantasmal Flames","Piloswine","","024/094","Common","Near Mint","0.11","0.03","1.3200","0.0100","14","0","0.1500",""
"8996514","Pokemon","ME02: Phantasmal Flames","Piloswine","","024/094","Common","Near Mint Reverse Holofoil","0.16","0.12","1.3200","0.0100","1","0","0.1500",""
"8996519","Pokemon","ME02: Phantasmal Flames","Piplup - 027/094","","027/094","Common","Near Mint","0.14","0.06","1.3200","0.0100","14","0","0.1500",""
"8996524","Pokemon","ME02: Phantasmal Flames","Piplup - 027/094","","027/094","Common","Near Mint Reverse Holofoil","0.18","0.17","1.3200","0.0100","1","0","0.1500",""
"8996529","Pokemon","ME02: Phantasmal Flames","Piplup - 098/094","","098/094","Illustration Rare","Near Mint Holofoil","11.78","","10.9900","10.0000","0","0","9.4500",""
"8996534","Pokemon","ME02: Phantasmal Flames","Prinplup","","028/094","Common","Near Mint","0.11","0.04","1.3200","0.0100","18","0","0.1500",""
"8996539","Pokemon","ME02: Phantasmal Flames","Prinplup","","028/094","Common","Near Mint Reverse Holofoil","0.18","0.13","1.3200","0.0100","5","0","0.1500",""
"8973212","Pokemon","ME02: Phantasmal Flames","Punk Helmet","","092/094","Uncommon","Near Mint","0.12","0.05","1.3200","0.0100","9","0","0.1500",""
"8973217","Pokemon","ME02: Phantasmal Flames","Punk Helmet","","092/094","Uncommon","Near Mint Reverse Holofoil","0.13","0.10","1.3200","0.0100","0","0","0.1500",""
"8996559","Pokemon","ME02: Phantasmal Flames","Reshiram","","017/094","Rare","Near Mint Holofoil","0.09","0.07","1.3200","0.0100","12","0","0.1500",""
"8996564","Pokemon","ME02: Phantasmal Flames","Reshiram","","017/094","Rare","Near Mint Reverse Holofoil","0.15","0.14","1.3200","0.0100","2","0","0.1500",""
"8996569","Pokemon","ME02: Phantasmal Flames","Rotom ex - 029/094","","029/094","Double Rare","Near Mint Holofoil","0.56","0.67","1.3900","0.0800","0","0","0.1500",""
"8973162","Pokemon","ME02: Phantasmal Flames","Sableye","","059/094","Common","Near Mint","0.12","0.05","1.3200","0.0100","8","0","0.1500",""
"9016591","Pokemon","ME02: Phantasmal Flames","Sableye","","059/094","Common","Near Mint Reverse Holofoil","0.21","0.15","1.3200","0.0100","1","0","0.1500",""
"8996584","Pokemon","ME02: Phantasmal Flames","Sacred Charm - 093/094","","093/094","Uncommon","Near Mint","0.09","0.05","1.3200","0.0100","14","0","0.1500",""
"8996589","Pokemon","ME02: Phantasmal Flames","Sacred Charm - 093/094","","093/094","Uncommon","Near Mint Reverse Holofoil","0.18","0.11","1.3200","0.0100","2","0","0.1500",""
"8996599","Pokemon","ME02: Phantasmal Flames","Sandile","","064/094","Common","Near Mint","0.12","0.03","1.3200","0.0100","15","0","0.1500",""
"8996604","Pokemon","ME02: Phantasmal Flames","Sandile","","064/094","Common","Near Mint Reverse Holofoil","0.17","0.12","1.3200","0.0100","3","0","0.1500",""
"8996609","Pokemon","ME02: Phantasmal Flames","Seel","","021/094","Common","Near Mint","0.06","0.03","1.3200","0.0100","13","0","0.1500",""
"8973167","Pokemon","ME02: Phantasmal Flames","Seviper","","062/094","Uncommon","Near Mint","0.06","0.04","1.3200","0.0100","12","0","0.1500",""
"8973172","Pokemon","ME02: Phantasmal Flames","Seviper","","062/094","Uncommon","Near Mint Reverse Holofoil","0.13","0.10","1.3200","0.0100","2","0","0.1500",""
"8996619","Pokemon","ME02: Phantasmal Flames","Smeargle","","080/094","Common","Near Mint","0.08","0.02","1.3200","0.0100","15","0","0.1500",""
"8996624","Pokemon","ME02: Phantasmal Flames","Smeargle","","080/094","Common","Near Mint Reverse Holofoil","0.16","0.12","1.3200","0.0100","5","0","0.1500",""
"8996629","Pokemon","ME02: Phantasmal Flames","Snubbull","","037/094","Common","Near Mint","0.11","0.04","1.3200","0.0100","11","0","0.1500",""
"8996634","Pokemon","ME02: Phantasmal Flames","Snubbull","","037/094","Common","Near Mint Reverse Holofoil","0.27","0.20","1.3500","0.0400","4","0","0.1500",""
"8996639","Pokemon","ME02: Phantasmal Flames","Suicune","","026/094","Rare","Near Mint Holofoil","0.10","0.08","1.3200","0.0100","9","0","0.1500",""
"8996644","Pokemon","ME02: Phantasmal Flames","Suicune","","026/094","Rare","Near Mint Reverse Holofoil","0.15","0.18","1.3200","0.0100","2","0","0.1500",""
"8996649","Pokemon","ME02: Phantasmal Flames","Swinub","","023/094","Common","Near Mint","0.08","0.03","1.3200","0.0100","15","0","0.1500",""
"8996654","Pokemon","ME02: Phantasmal Flames","Swinub","","023/094","Common","Near Mint Reverse Holofoil","0.17","0.10","1.3200","0.0100","1","0","0.1500",""
"8996664","Pokemon","ME02: Phantasmal Flames","Togedemaru - 073/094","","073/094","Common","Near Mint","0.05","0.01","1.3200","0.0100","14","0","0.1500",""
"8996669","Pokemon","ME02: Phantasmal Flames","Togedemaru - 073/094","","073/094","Common","Near Mint Reverse Holofoil","0.17","0.13","1.3200","0.0100","4","0","0.1500",""
"8973157","Pokemon","ME02: Phantasmal Flames","Toxel","","067/094","Common","Near Mint","0.08","0.07","1.3200","0.0100","10","0","0.1500",""
"9016596","Pokemon","ME02: Phantasmal Flames","Toxel","","067/094","Common","Near Mint Reverse Holofoil","0.18","0.13","1.3500","0.0400","0","0","0.1500",""
"9020967","Pokemon","ME02: Phantasmal Flames","Toxtricity","","068/094","Rare","Near Mint Holofoil","0.08","","1.3200","0.0100","0","0","0.1500",""
"8973147","Pokemon","ME02: Phantasmal Flames","Toxtricity","","068/094","Rare","Near Mint Reverse Holofoil","0.12","","1.3600","0.0500","0","0","0.1500",""
"8996694","Pokemon","ME02: Phantasmal Flames","Trapinch","","051/094","Common","Near Mint","0.06","0.02","1.3200","0.0100","15","0","0.1500",""
"8996699","Pokemon","ME02: Phantasmal Flames","Trapinch","","051/094","Common","Near Mint Reverse Holofoil","0.14","0.10","1.3200","0.0100","2","0","0.1500",""
"8996704","Pokemon","ME02: Phantasmal Flames","Vibrava","","052/094","Common","Near Mint","0.04","0.01","1.3200","0.0100","14","0","0.1500",""
"8996709","Pokemon","ME02: Phantasmal Flames","Vibrava","","052/094","Common","Near Mint Reverse Holofoil","0.21","0.21","1.3200","0.0100","0","0","0.1500",""
"9020695","Pokemon","ME02: Phantasmal Flames","Vileplume","","003/094","Rare","Near Mint Holofoil","0.12","","1.3200","0.0100","9","0","0.1500",""
"8996719","Pokemon","ME02: Phantasmal Flames","Vileplume","","003/094","Rare","Near Mint Reverse Holofoil","0.16","0.14","1.3200","0.0100","3","0","0.1500",""
"8996724","Pokemon","ME02: Phantasmal Flames","Wigglytuff - 077/094","","077/094","Uncommon","Near Mint","0.11","0.04","1.3200","0.0100","17","0","0.1500",""
"8996729","Pokemon","ME02: Phantasmal Flames","Wigglytuff - 077/094","","077/094","Uncommon","Near Mint Reverse Holofoil","0.17","0.10","1.3200","0.0100","3","0","0.1500",""
"8996739","Pokemon","ME02: Phantasmal Flames","Wondrous Patch","","094/094","Uncommon","Near Mint","0.10","0.09","1.3200","0.0100","6","0","0.1500",""
"8996744","Pokemon","ME02: Phantasmal Flames","Wondrous Patch","","094/094","Uncommon","Near Mint Reverse Holofoil","0.17","0.13","1.3200","0.0100","0","0","0.1500",""
"8996749","Pokemon","ME02: Phantasmal Flames","Yamper - 030/094","","030/094","Common","Near Mint","0.17","0.04","1.3200","0.0100","13","0","0.1500",""
"8996754","Pokemon","ME02: Phantasmal Flames","Yamper - 030/094","","030/094","Common","Near Mint Reverse Holofoil","0.15","0.12","1.3200","0.0100","0","0","0.1500",""
"8996759","Pokemon","ME02: Phantasmal Flames","Yamper - 099/094","","099/094","Illustration Rare","Near Mint Holofoil","2.15","","2.3100","1.0000","0","0","1.5400",""
"8996764","Pokemon","ME02: Phantasmal Flames","Zacian - 045/094","","045/094","Rare","Near Mint Holofoil","0.08","0.07","1.3200","0.0100","9","0","0.1500",""
"8996769","Pokemon","ME02: Phantasmal Flames","Zacian - 045/094","","045/094","Rare","Near Mint Reverse Holofoil","0.18","0.19","1.3300","0.0200","2","0","0.1500",""
"8996774","Pokemon","ME02: Phantasmal Flames","Zacian - 100/094","","100/094","Illustration Rare","Near Mint Holofoil","3.18","","3.5100","2.2000","0","0","1.9500",""
"8996779","Pokemon","ME02: Phantasmal Flames","Zigzagoon","","081/094","Common","Near Mint","0.09","0.02","1.3200","0.0100","9","0","0.1500",""
"8996784","Pokemon","ME02: Phantasmal Flames","Zigzagoon","","081/094","Common","Near Mint Reverse Holofoil","0.09","0.08","1.3200","0.0100","2","0","0.1500",""
"9022760","Pokemon","Miscellaneous Cards & Products","Black Kyurem ex (Surging Sparks Stamped)","","048/191","Double Rare","Near Mint Holofoil","0.64","","1.7100","0.4000","0","0","0.4500",""
"9063222","Pokemon","Miscellaneous Cards & Products","Kyogre (Cosmos Holo)","","034/132","Rare","Near Mint Holofoil","1.02","","1.5600","0.2500","0","0","0.7000",""
"9022780","Pokemon","Miscellaneous Cards & Products","Melmetal ex (Stellar Crown Stamped)","","105/142","Double Rare","Near Mint Holofoil","0.54","","1.6600","0.3500","0","0","0.2400",""
"9022775","Pokemon","Miscellaneous Cards & Products","Meltan (Stellar Crown Stamped)","","102/142","Common","Near Mint Holofoil","0.44","","1.4600","0.1500","0","0","0.1700",""
"9053802","Pokemon","Miscellaneous Cards & Products","Reshiram ex (White Flare Stamped)","","020/086","Double Rare","Near Mint Holofoil","0.70","","1.7900","0.4800","0","0","0.3000",""
"9063227","Pokemon","Miscellaneous Cards & Products","Suicune (Cosmos Holo)","","026/094","Rare","Near Mint Holofoil","1.69","","2.3000","0.9900","0","0","1.2900",""
"9053797","Pokemon","Miscellaneous Cards & Products","Zekrom ex (Black Bolt Stamped)","","034/086","Double Rare","Near Mint Holofoil","0.65","","1.6600","0.3500","0","0","0.3900",""
"9022755","Pokemon","Miscellaneous Cards & Products","Zekrom (Paradox Rift Stamped)","","066/182","Rare","Near Mint Holofoil","0.68","","1.6100","0.3000","0","0","0.3000",""
"9053807","Pokemon","Miscellaneous Cards & Products","Zoroark (White Flare Stamped)","","062/086","Rare","Near Mint Holofoil","0.37","","1.4800","0.1700","0","0","0.1800",""
"8815752","Pokemon","SV: Black Bolt","Air Balloon","","079/086","Uncommon","Near Mint","0.38","","1.3600","0.0500","0","0","0.1500",""
"8815242","Pokemon","SV: Black Bolt","Alomomola","","024/086","Uncommon","Near Mint","0.05","0.02","1.3200","0.0100","6","0","0.1500",""
"8815082","Pokemon","SV: Black Bolt","Amoonguss","","011/086","Uncommon","Near Mint","0.05","0.03","1.3200","0.0100","1","0","0.1500",""
"8815732","Pokemon","SV: Black Bolt","Antique Cover Fossil","","080/086","Common","Near Mint","0.04","0.01","1.3200","0.0100","8","0","0.1500",""
"8815692","Pokemon","SV: Black Bolt","Audino - 074/086","","074/086","Common","Near Mint","0.08","0.02","1.3200","0.0100","5","0","0.1500",""
"8815637","Pokemon","SV: Black Bolt","Axew","","068/086","Common","Near Mint","0.05","0.01","1.3200","0.0100","4","0","0.1500",""
"8815262","Pokemon","SV: Black Bolt","Beartic","","026/086","Rare","Near Mint Holofoil","0.11","0.03","1.3200","0.0100","2","0","0.1500",""
"8815397","Pokemon","SV: Black Bolt","Beheeyem","","041/086","Uncommon","Near Mint","0.05","0.02","1.3200","0.0100","7","0","0.1500",""
"8850677","Pokemon","SV: Black Bolt","Bisharp","","065/086","Uncommon","Near Mint","0.03","0.01","1.3200","0.0100","6","0","0.1500",""
"8813147","Pokemon","SV: Black Bolt","Braviary","","078/086","Uncommon","Near Mint","0.05","0.02","1.3200","0.0100","3","0","0.1500",""
"8815232","Pokemon","SV: Black Bolt","Carracosta","","023/086","Rare","Near Mint Holofoil","0.10","0.03","1.3200","0.0100","2","0","0.1500",""
"8847240","Pokemon","SV: Black Bolt","Cinccino","","076/086","Uncommon","Near Mint","0.06","0.03","1.3200","0.0100","3","0","0.1500",""
"8815717","Pokemon","SV: Black Bolt","Cinccino","","076/086","Uncommon","Near Mint Reverse Holofoil","0.18","0.11","1.3800","0.0700","0","0","0.1500",""
"8816977","Pokemon","SV: Black Bolt","Cinccino (Poke Ball Pattern)","","076/086","Uncommon","Near Mint Holofoil","0.57","0.50","1.7000","0.3900","0","0","0.3900",""
"8815622","Pokemon","SV: Black Bolt","Cobalion","","066/086","Rare","Near Mint Holofoil","0.10","0.03","1.3200","0.0100","0","0","0.1500",""
"8815627","Pokemon","SV: Black Bolt","Cobalion","","066/086","Rare","Near Mint Reverse Holofoil","0.19","0.10","1.3200","0.0100","0","0","0.1500",""
"8815467","Pokemon","SV: Black Bolt","Conkeldurr","","049/086","Rare","Near Mint Holofoil","0.11","0.03","1.3200","0.0100","5","0","0.1500",""
